,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Unnamed: 0.1_x,Unnamed: 0_x,capture_id,image_rank_in_capture,image_path_rel,Unnamed: 0.1_y,Unnamed: 0_y,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,p_users_identified_this_species,pielous_evenness_index,question__horns_visible,labels,label,file,bbox,max_detection_conf,question__species
7376,35628,35628,35628,35628,35628,35628,35628,35628,35628,35628,35628,35628,35628,35628,35628,35628,92979,6770881,91842,SER_S11#D12#2#212,2,SER_S11/D12/D12_R2/SER_S11_D12_R2_IMAG0378.JPG,2534868,37483,SER_S11,D12,2,212,2015-11-17,21:21:26,21923607,1,1,1,0.25,0.0,0.83,0.0,0.0,0.0,0.8,0.57,,2,,SER_S11/D12/D12_R2/SER_S11_D12_R2_IMAG0378.JPG,"[0.001, 0.625, 0.219, 0.373]",0.986,warthog
1055,58975,58975,58975,58975,58975,58975,58975,58975,58975,58975,58975,58975,58975,58975,58975,58975,168292,6845364,166325,SER_S11#G03#1#428,1,SER_S11/G03/G03_R1/SER_S11_G03_R1_IMAG1004.JPG,2562617,65232,SER_S11,G03,1,428,2015-08-14,10:20:38,21951673,3,1,1,0.9,0.1,0.1,0.2,0.0,0.0,0.56,0.99,0.9,11,,SER_S11/G03/G03_R1/SER_S11_G03_R1_IMAG1004.JPG,"[0.197, 0.349, 0.318, 0.463]",0.978,impala
8067,49225,49225,49225,49225,49225,49225,49225,49225,49225,49225,49225,49225,49225,49225,49225,49225,457097,7129274,450235,SER_S11#P09#1#501,1,SER_S11/P09/P09_R1/SER_S11_P09_R1_IMAG1308.JPG,2670037,172652,SER_S11,P09,1,501,2015-11-16,11:13:33,31559077,1,1,1,0.12,0.0,1.0,0.12,0.0,0.0,1.0,0.0,,2,,SER_S11/P09/P09_R1/SER_S11_P09_R1_IMAG1308.JPG,"[0.81, 0.509, 0.16, 0.308]",0.995,warthog
3593,82462,82462,82462,82462,82462,82462,82462,82462,82462,82462,82462,82462,82462,82462,82462,82462,171579,6848491,169452,SER_S11#G03#2#151,3,SER_S11/G03/G03_R2/SER_S11_G03_R2_IMAG0344.JPG,2564175,66790,SER_S11,G03,2,151,2015-11-07,13:52:51,21954197,1,1,1,0.29,0.0,0.71,0.07,0.0,0.0,0.74,0.67,0.86,11,,SER_S11/G03/G03_R2/SER_S11_G03_R2_IMAG0344.JPG,"[0.292, 0.388, 0.707, 0.604]",0.984,impala
8090,104393,104393,104393,104393,104393,104393,104393,104393,104393,104393,104393,104393,104393,104393,104393,104393,248693,6923676,244637,SER_S11#I04#2#171,2,SER_S11/I04/I04_R2/SER_S11_I04_R2_IMAG0331.JPG,2592621,95236,SER_S11,I04,2,171,2015-11-10,08:16:40,27904135,11-50,8,7,0.62,1.0,0.25,0.62,0.0,0.12,0.8,0.72,,13,2.0,SER_S11/I04/I04_R2/SER_S11_I04_R2_IMAG0331.JPG,"[0.832, 0.563, 0.167, 0.339]",0.996,wildebeest
7247,63500,63500,63500,63500,63500,63500,63500,63500,63500,63500,63500,63500,63500,63500,63500,63500,200660,6876890,197851,SER_S11#H02#1#661,2,SER_S11/H02/H02_R1/SER_S11_H02_R1_IMAG1681.JPG,2575225,77840,SER_S11,H02,1,661,2015-08-18,10:38:31,27827893,11-50,3,1,0.9,0.1,0.1,0.4,0.0,0.0,1.0,0.73,,13,2.0,SER_S11/H02/H02_R1/SER_S11_H02_R1_IMAG1681.JPG,"[0.799, 0.322, 0.196, 0.304]",0.98,wildebeest
6137,97668,97668,97668,97668,97668,97668,97668,97668,97668,97668,97668,97668,97668,97668,97668,97668,72061,6750141,71102,SER_S11#C12#2#213,1,SER_S11/C12/C12_R2/SER_S11_C12_R2_IMAG0592.JPG,2526216,28831,SER_S11,C12,2,213,2015-11-01,09:30:42,19242904,2,2,1,0.0,0.0,1.0,0.0,0.0,0.0,0.79,0.74,,13,2.0,SER_S11/C12/C12_R2/SER_S11_C12_R2_IMAG0592.JPG,"[0.005, 0.638, 0.354, 0.189]",0.949,wildebeest
2564,97626,97626,97626,97626,97626,97626,97626,97626,97626,97626,97626,97626,97626,97626,97626,97626,188608,6865334,186295,SER_S11#G07#1#105,2,SER_S11/G07/G07_R1/SER_S11_G07_R1_IMAG0301.JPG,2570879,73494,SER_S11,G07,1,105,2015-09-11,16:44:12,27731203,1,1,1,0.0,0.0,1.0,0.2,0.0,0.0,0.91,0.44,,1,15.0,SER_S11/G07/G07_R1/SER_S11_G07_R1_IMAG0301.JPG,"[0.096, 0.701, 0.483, 0.295]",0.995,zebra
811,112206,112206,112206,112206,112206,112206,112206,112206,112206,112206,112206,112206,112206,112206,112206,112206,96395,6774068,95029,SER_S11#E02#2#186,3,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0509.JPG,2536111,38726,SER_S11,E02,2,186,2015-11-04,10:58:39,21924773,3,2,2,0.91,0.0,0.91,0.0,0.0,0.0,0.58,0.81,0.91,11,,SER_S11/E02/E02_R2/SER_S11_E02_R2_IMAG0509.JPG,"[0.58, 0.29, 0.257, 0.263]",0.981,impala
9054,81313,81313,81313,81313,81313,81313,81313,81313,81313,81313,81313,81313,81313,81313,81313,81313,93183,6771070,92031,SER_S11#E02#1#69,1,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0178.JPG,2534948,37563,SER_S11,E02,1,69,2015-08-05,09:45:35,21923682,1,1,1,0.0,0.0,1.0,0.0,0.0,0.08,0.68,0.68,,16,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0178.JPG,"[0.13, 0.574, 0.196, 0.179]",0.995,dikdik
4450,31340,31340,31340,31340,31340,31340,31340,31340,31340,31340,31340,31340,31340,31340,31340,31340,375429,7048309,369270,SER_S11#M09#1#900,2,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG2409.JPG,2640875,143490,SER_S11,M09,1,900,2015-08-02,12:22:47,29795923,1,1,1,0.25,1.0,0.25,0.0,0.0,0.0,0.57,0.88,,9,32.0,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG2409.JPG,"[0.016, 0.702, 0.464, 0.296]",0.99,hyena
5382,43678,43678,43678,43678,43678,43678,43678,43678,43678,43678,43678,43678,43678,43678,43678,43678,350518,7023632,344593,SER_S11#L10#2#1294,2,SER_S11/L10/L10_R2/SER_S11_L10_R2_IMAG3644.JPG,2631511,134126,SER_S11,L10,2,1294,2015-11-04,13:16:24,29772896,11-50,11-50,11-50,0.17,0.0,0.83,1.0,0.0,0.0,0.75,0.81,,13,2.0,SER_S11/L10/L10_R2/SER_S11_L10_R2_IMAG3644.JPG,"[0.701, 0.562, 0.098, 0.096]",0.809,wildebeest
8309,110194,110194,110194,110194,110194,110194,110194,110194,110194,110194,110194,110194,110194,110194,110194,110194,258445,6933151,254112,SER_S11#J02#2#85,1,SER_S11/J02/J02_R2/SER_S11_J02_R2_IMAG0238.JPG,2598247,100862,SER_S11,J02,2,85,2015-11-10,09:46:37,27910783,11-50,1,1,0.2,0.0,0.9,0.3,0.0,0.0,1.0,0.0,,13,2.0,SER_S11/J02/J02_R2/SER_S11_J02_R2_IMAG0238.JPG,"[0.365, 0.004, 0.63, 0.956]",0.999,wildebeest
6572,64418,64418,64418,64418,64418,64418,64418,64418,64418,64418,64418,64418,64418,64418,64418,64418,416854,7089408,410369,SER_S11#N09#2#24,1,SER_S11/N09/N09_R2/SER_S11_N09_R2_IMAG0070.JPG,2655561,158176,SER_S11,N09,2,24,2015-09-15,16:10:43,31509832,9,8,2,0.33,0.0,0.17,1.0,0.0,0.33,0.6,0.92,,32,,SER_S11/N09/N09_R2/SER_S11_N09_R2_IMAG0070.JPG,"[0.173, 0.497, 0.141, 0.145]",0.999,gazellegrants
111,103613,103613,103613,103613,103613,103613,103613,103613,103613,103613,103613,103613,103613,103613,103613,103613,31640,6710415,31376,SER_S11#C02#1#17,3,SER_S11/C02/C02_R1/SER_S11_C02_R1_IMAG0036.JPG,2509429,12044,SER_S11,C02,1,17,2015-08-06,10:30:25,18877099,2,2,1,0.24,0.0,0.12,0.94,0.0,0.0,1.0,0.0,,2,,SER_S11/C02/C02_R1/SER_S11_C02_R1_IMAG0036.JPG,"[0.632, 0.464, 0.366, 0.465]",0.998,warthog
9130,10659,10659,10659,10659,10659,10659,10659,10659,10659,10659,10659,10659,10659,10659,10659,10659,94892,6772649,93610,SER_S11#E02#1#628,1,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG1757.JPG,2535551,38166,SER_S11,E02,1,628,2015-08-28,16:57:46,21924241,3,3,3,0.82,0.0,1.0,0.0,0.0,0.0,0.65,0.94,0.0,11,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG1757.JPG,"[0.636, 0.326, 0.189, 0.228]",0.996,impala
3777,55432,55432,55432,55432,55432,55432,55432,55432,55432,55432,55432,55432,55432,55432,55432,55432,350316,7023441,344402,SER_S11#L10#2#1217,2,SER_S11/L10/L10_R2/SER_S11_L10_R2_IMAG3453.JPG,2631430,134045,SER_S11,L10,2,1217,2015-10-29,08:46:15,29772819,1,1,1,0.5,0.0,0.75,0.0,0.0,0.0,0.44,0.92,,6,10.0,SER_S11/L10/L10_R2/SER_S11_L10_R2_IMAG3453.JPG,"[0.333, 0.603, 0.021, 0.042]",0.916,birdother
1745,100520,100520,100520,100520,100520,100520,100520,100520,100520,100520,100520,100520,100520,100520,100520,100520,26632,6705599,26560,SER_S11#C01#1#458,2,SER_S11/C01/C01_R1/SER_S11_C01_R1_IMAG1124.JPG,2507594,10209,SER_S11,C01,1,458,2015-09-15,17:35:55,18872568,1,1,1,0.17,0.0,0.83,0.06,0.0,0.0,0.9,0.36,,2,,SER_S11/C01/C01_R1/SER_S11_C01_R1_IMAG1124.JPG,"[0.584, 0.497, 0.219, 0.152]",0.997,warthog
3979,73241,73241,73241,73241,73241,73241,73241,73241,73241,73241,73241,73241,73241,73241,73241,73241,416401,7088965,409926,SER_S11#N06#1#1381,1,SER_S11/N06/N06_R1/SER_S11_N06_R1_IMAG3790.JPG,2655403,158018,SER_S11,N06,1,1381,2015-11-18,19:06:51,31509528,2,2,1,0.67,0.0,0.0,0.0,0.33,0.11,1.0,0.0,,15,14.0,SER_S11/N06/N06_R1/SER_S11_N06_R1_IMAG3790.JPG,"[0.172, 0.44, 0.449, 0.557]",0.996,porcupine
1452,74104,74104,74104,74104,74104,74104,74104,74104,74104,74104,74104,74104,74104,74104,74104,74104,247484,6922524,243485,SER_S11#I04#1#41,2,SER_S11/I04/I04_R1/SER_S11_I04_R1_IMAG0093.JPG,2592047,94662,SER_S11,I04,1,41,2015-08-20,07:55:14,27903588,6,5,3,0.44,0.0,1.0,0.67,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/I04/I04_R1/SER_S11_I04_R1_IMAG0093.JPG,"[0.464, 0.49, 0.415, 0.418]",0.998,zebra
2149,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,260625,6935225,256186,SER_S11#J03#1#890,1,SER_S11/J03/J03_R1/SER_S11_J03_R1_IMAG1741.JPG,2599290,101905,SER_S11,J03,1,890,2015-08-30,06:10:52,27911954,5,1,1,0.4,0.0,0.0,0.8,0.0,0.0,1.0,0.0,,13,2.0,SER_S11/J03/J03_R1/SER_S11_J03_R1_IMAG1741.JPG,"[0.396, 0.256, 0.446, 0.477]",0.998,wildebeest
319,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,199020,6875502,196463,SER_S11#H02#1#128,1,SER_S11/H02/H02_R1/SER_S11_H02_R1_IMAG0293.JPG,2574607,77222,SER_S11,H02,1,128,2015-08-09,08:59:21,27735264,5,5,4,0.1,0.0,1.0,0.0,0.1,0.4,1.0,0.0,,1,15.0,SER_S11/H02/H02_R1/SER_S11_H02_R1_IMAG0293.JPG,"[0.56, 0.458, 0.438, 0.348]",0.996,zebra
7615,32507,32507,32507,32507,32507,32507,32507,32507,32507,32507,32507,32507,32507,32507,32507,32507,198611,6875111,196072,SER_S11#H01#2#165,2,SER_S11/H01/H01_R2/SER_S11_H01_R2_IMAG0409.JPG,2574440,77055,SER_S11,H01,2,165,2015-12-05,07:21:26,27735103,4,4,3,0.71,0.14,0.29,0.86,0.0,0.0,0.78,0.62,0.0,11,,SER_S11/H01/H01_R2/SER_S11_H01_R2_IMAG0409.JPG,"[0.74, 0.406, 0.099, 0.074]",0.986,impala
7659,77320,77320,77320,77320,77320,77320,77320,77320,77320,77320,77320,77320,77320,77320,77320,77320,32413,6711140,32101,SER_S11#C02#1#338,1,SER_S11/C02/C02_R1/SER_S11_C02_R1_IMAG0761.JPG,2509768,12383,SER_S11,C02,1,338,2015-09-24,13:31:54,18877862,1,1,1,0.0,0.0,0.94,0.12,0.0,0.06,0.84,0.49,,2,,SER_S11/C02/C02_R1/SER_S11_C02_R1_IMAG0761.JPG,"[0.881, 0.56, 0.119, 0.385]",0.994,warthog
1922,51271,51271,51271,51271,51271,51271,51271,51271,51271,51271,51271,51271,51271,51271,51271,51271,351554,7024620,345581,SER_S11#L10#2#1629,1,SER_S11/L10/L10_R2/SER_S11_L10_R2_IMAG4632.JPG,2631862,134477,SER_S11,L10,2,1629,2015-11-10,12:23:24,29773231,11-50,2,1,0.22,0.0,0.56,0.67,0.0,0.0,0.9,0.47,,13,2.0,SER_S11/L10/L10_R2/SER_S11_L10_R2_IMAG4632.JPG,"[0.348, 0.49, 0.161, 0.158]",0.979,wildebeest
6187,14827,14827,14827,14827,14827,14827,14827,14827,14827,14827,14827,14827,14827,14827,14827,14827,414603,7087197,408158,SER_S11#N06#1#698,2,SER_S11/N06/N06_R1/SER_S11_N06_R1_IMAG2022.JPG,2654710,157325,SER_S11,N06,1,698,2015-10-26,16:24:41,31508353,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.78,0.62,,2,,SER_S11/N06/N06_R1/SER_S11_N06_R1_IMAG2022.JPG,"[0.181, 0.472, 0.073, 0.072]",0.999,warthog
7945,51625,51625,51625,51625,51625,51625,51625,51625,51625,51625,51625,51625,51625,51625,51625,51625,464256,7136394,457355,SER_S11#Q05#1#39,2,SER_S11/Q05/Q05_R1/SER_S11_Q05_R1_IMAG0102.JPG,2672660,175275,SER_S11,Q05,1,39,2015-08-06,16:13:45,31562663,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.88,0.54,1.0,11,,SER_S11/Q05/Q05_R1/SER_S11_Q05_R1_IMAG0102.JPG,"[0.027, 0.166, 0.624, 0.821]",0.999,impala
6225,65234,65234,65234,65234,65234,65234,65234,65234,65234,65234,65234,65234,65234,65234,65234,65234,84460,6762518,83479,SER_S11#C13#2#247,2,SER_S11/C13/C13_R2/SER_S11_C13_R2_IMAG0537.JPG,2530977,33592,SER_S11,C13,2,247,2015-10-26,11:15:23,19247657,2,2,2,1.0,0.0,0.0,0.43,0.0,0.0,0.37,0.88,0.0,11,,SER_S11/C13/C13_R2/SER_S11_C13_R2_IMAG0537.JPG,"[0.001, 0.489, 0.258, 0.318]",0.999,impala
9651,47613,47613,47613,47613,47613,47613,47613,47613,47613,47613,47613,47613,47613,47613,47613,47613,93602,6771473,92434,SER_S11#E02#1#211,2,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0581.JPG,2535096,37711,SER_S11,E02,1,211,2015-08-15,10:12:11,21923824,11-50,7,6,0.62,0.0,0.69,0.5,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG0581.JPG,"[0.104, 0.296, 0.315, 0.366]",0.994,zebra
3574,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,3745,258023,6932741,253702,SER_S11#J02#1#155,1,SER_S11/J02/J02_R1/SER_S11_J02_R1_IMAG0410.JPG,2598096,100711,SER_S11,J02,1,155,2015-09-08,06:08:43,27910587,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.89,0.75,11,,SER_S11/J02/J02_R1/SER_S11_J02_R1_IMAG0410.JPG,"[0.288, 0, 0.702, 0.984]",0.997,impala
2129,60748,60748,60748,60748,60748,60748,60748,60748,60748,60748,60748,60748,60748,60748,60748,60748,412157,7084832,405793,SER_S11#N05#2#591,1,SER_S11/N05/N05_R2/SER_S11_N05_R2_IMAG1676.JPG,2653846,156461,SER_S11,N05,2,591,2015-11-08,12:29:54,31506842,51+,51+,11-50,0.6,0.3,1.0,1.0,0.1,0.1,1.0,0.0,,13,2.0,SER_S11/N05/N05_R2/SER_S11_N05_R2_IMAG1676.JPG,"[0.13, 0.383, 0.284, 0.234]",0.968,wildebeest
7732,52472,52472,52472,52472,52472,52472,52472,52472,52472,52472,52472,52472,52472,52472,52472,52472,114395,6791896,112857,SER_S11#E04#2#888,1,SER_S11/E04/E04_R2/SER_S11_E04_R2_IMAG2467.JPG,2542697,45312,SER_S11,E04,2,888,2016-01-08,14:57:16,21931700,1,1,1,0.8,0.0,0.1,0.4,0.0,0.0,1.0,0.0,,8,,SER_S11/E04/E04_R2/SER_S11_E04_R2_IMAG2467.JPG,"[0.368, 0.434, 0.091, 0.056]",0.937,elephant
6603,46509,46509,46509,46509,46509,46509,46509,46509,46509,46509,46509,46509,46509,46509,46509,46509,244042,6919109,240070,SER_S11#I03#2#2194,1,SER_S11/I03/I03_R2/SER_S11_I03_R2_IMAG6131.JPG,2590883,93498,SER_S11,I03,2,2194,2015-12-12,11:47:52,27902433,1,1,1,0.75,0.0,0.25,0.0,0.0,0.0,0.5,1.0,,3,7.0,SER_S11/I03/I03_R2/SER_S11_I03_R2_IMAG6131.JPG,"[0, 0.202, 0.331, 0.738]",0.997,buffalo
8158,55113,55113,55113,55113,55113,55113,55113,55113,55113,55113,55113,55113,55113,55113,55113,55113,254721,6929642,250603,SER_S11#I11#1#2838,1,SER_S11/I11/I11_R1/SER_S11_I11_R1_IMAG2839.JPG,2596709,99324,SER_S11,I11,1,2838,2015-11-08,11:46:23,27908916,11-50,6,2,0.56,0.11,0.78,0.67,0.11,0.11,0.9,0.47,,13,2.0,SER_S11/I11/I11_R1/SER_S11_I11_R1_IMAG2839.JPG,"[0.68, 0.539, 0.128, 0.133]",0.962,wildebeest
10175,103844,103844,103844,103844,103844,103844,103844,103844,103844,103844,103844,103844,103844,103844,103844,103844,341175,7014412,335373,SER_S11#L06#1#386,1,SER_S11/L06/L06_R1/SER_S11_L06_R1_IMAG1067.JPG,2628200,130815,SER_S11,L06,1,386,2015-10-20,13:47:30,29769626,3,3,2,0.5,0.1,0.5,0.2,0.0,0.1,1.0,0.44,,2,,SER_S11/L06/L06_R1/SER_S11_L06_R1_IMAG1067.JPG,"[0.0, 0.754, 0.1, 0.15]",0.985,warthog
4001,72503,72503,72503,72503,72503,72503,72503,72503,72503,72503,72503,72503,72503,72503,72503,72503,255379,6930284,251245,SER_S11#I13#1#403,1,SER_S11/I13/I13_R1/SER_S11_I13_R1_IMAG1164.JPG,2597149,99764,SER_S11,I13,1,403,2015-10-11,07:14:23,27909415,1,1,1,0.29,0.0,0.71,0.0,0.0,0.0,0.88,0.68,,2,,SER_S11/I13/I13_R1/SER_S11_I13_R1_IMAG1164.JPG,"[0.277, 0.545, 0.054, 0.054]",0.761,warthog
1052,24760,24760,24760,24760,24760,24760,24760,24760,24760,24760,24760,24760,24760,24760,24760,24760,26763,6705715,26676,SER_S11#C01#1#509,1,SER_S11/C01/C01_R1/SER_S11_C01_R1_IMAG1240.JPG,2507650,10265,SER_S11,C01,1,509,2015-09-18,10:33:59,18872691,1,1,1,0.15,0.0,0.9,0.1,0.0,0.0,1.0,0.0,,1,15.0,SER_S11/C01/C01_R1/SER_S11_C01_R1_IMAG1240.JPG,"[0, 0.382, 0.312, 0.336]",0.999,zebra
4373,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,3437,188536,6865262,186223,SER_S11#G07#1#79,2,SER_S11/G07/G07_R1/SER_S11_G07_R1_IMAG0229.JPG,2570853,73468,SER_S11,G07,1,79,2015-09-09,18:00:37,27731177,6,5,1,0.12,0.0,0.12,1.0,0.0,0.0,0.8,0.69,,1,15.0,SER_S11/G07/G07_R1/SER_S11_G07_R1_IMAG0229.JPG,"[0.53, 0.541, 0.47, 0.451]",0.994,zebra
5487,27627,27627,27627,27627,27627,27627,27627,27627,27627,27627,27627,27627,27627,27627,27627,27627,373308,7046221,367182,SER_S11#M09#1#115,1,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG0321.JPG,2640079,142694,SER_S11,M09,1,115,2015-07-11,14:02:13,29794714,1,1,1,0.62,0.38,0.0,0.0,0.0,0.0,0.8,0.68,,9,32.0,SER_S11/M09/M09_R1/SER_S11_M09_R1_IMAG0321.JPG,"[0, 0.591, 0.547, 0.407]",0.993,hyena
99,36135,36135,36135,36135,36135,36135,36135,36135,36135,36135,36135,36135,36135,36135,36135,36135,340667,7013913,334874,SER_S11#L06#1#219,3,SER_S11/L06/L06_R1/SER_S11_L06_R1_IMAG0568.JPG,2628030,130645,SER_S11,L06,1,219,2015-10-02,13:49:42,29769459,5,4,3,0.7,0.0,0.7,0.6,0.0,0.0,0.91,0.52,,35,,SER_S11/L06/L06_R1/SER_S11_L06_R1_IMAG0568.JPG,"[0.536, 0.652, 0.02, 0.037]",0.901,gazellethomsons
6759,94677,94677,94677,94677,94677,94677,94677,94677,94677,94677,94677,94677,94677,94677,94677,94677,172462,6849367,170328,SER_S11#G04#1#122,2,SER_S11/G04/G04_R1/SER_S11_G04_R1_IMAG0222.JPG,2564572,67187,SER_S11,G04,1,122,2015-08-19,08:52:51,21954611,1,1,1,0.05,0.0,0.95,0.0,0.0,0.0,1.0,0.0,,10,,SER_S11/G04/G04_R1/SER_S11_G04_R1_IMAG0222.JPG,"[0.244, 0.174, 0.124, 0.438]",0.999,giraffe
1456,46143,46143,46143,46143,46143,46143,46143,46143,46143,46143,46143,46143,46143,46143,46143,46143,202211,6878332,199293,SER_S11#H02#2#370,2,SER_S11/H02/H02_R2/SER_S11_H02_R2_IMAG0916.JPG,2575904,78519,SER_S11,H02,2,370,2015-11-15,11:20:21,27829036,11-50,11-50,4,0.6,0.2,0.9,0.3,0.0,0.3,1.0,0.0,,7,19.0,SER_S11/H02/H02_R2/SER_S11_H02_R2_IMAG0916.JPG,"[0.616, 0.603, 0.084, 0.118]",0.966,baboon
8100,88948,88948,88948,88948,88948,88948,88948,88948,88948,88948,88948,88948,88948,88948,88948,88948,335244,7008511,329472,SER_S11#K12#2#1467,3,SER_S11/K12/K12_R2/SER_S11_K12_R2_IMAG4360.JPG,2625998,128613,SER_S11,K12,2,1467,2015-11-25,22:03:13,29767273,3,2,2,0.33,0.0,1.0,0.0,0.0,0.0,0.6,0.86,,34,3.0,SER_S11/K12/K12_R2/SER_S11_K12_R2_IMAG4360.JPG,,0.0,ostrich
812,38097,38097,38097,38097,38097,38097,38097,38097,38097,38097,38097,38097,38097,38097,38097,38097,69665,6747769,68730,SER_S11#C09#1#790,3,SER_S11/C09/C09_R1/SER_S11_C09_R1_IMAG2327.JPG,2525300,27915,SER_S11,C09,1,790,2015-09-22,07:57:06,19241750,1,1,1,1.0,0.0,0.0,0.05,0.0,0.0,1.0,0.0,,10,,SER_S11/C09/C09_R1/SER_S11_C09_R1_IMAG2327.JPG,"[0.011, 0, 0.626, 0.988]",0.989,giraffe
1092,76536,76536,76536,76536,76536,76536,76536,76536,76536,76536,76536,76536,76536,76536,76536,76536,172339,6849244,170205,SER_S11#G04#1#46,1,SER_S11/G04/G04_R1/SER_S11_G04_R1_IMAG0099.JPG,2564496,67111,SER_S11,G04,1,46,2015-08-14,00:05:33,21954530,6,3,3,0.37,0.05,0.63,0.58,0.05,0.0,1.0,0.0,,1,15.0,SER_S11/G04/G04_R1/SER_S11_G04_R1_IMAG0099.JPG,"[0.777, 0.522, 0.118, 0.098]",0.992,zebra
8317,81025,81025,81025,81025,81025,81025,81025,81025,81025,81025,81025,81025,81025,81025,81025,81025,147402,6824758,145719,SER_S11#F05#1#600,2,SER_S11/F05/F05_R1/SER_S11_F05_R1_IMAG1498.JPG,2555139,57754,SER_S11,F05,1,600,2015-09-13,11:15:46,21944237,2,1,1,1.0,0.0,0.2,0.4,0.0,0.0,0.36,0.89,,2,,SER_S11/F05/F05_R1/SER_S11_F05_R1_IMAG1498.JPG,"[0.001, 0.673, 0.268, 0.319]",0.99,warthog
4031,8352,8352,8352,8352,8352,8352,8352,8352,8352,8352,8352,8352,8352,8352,8352,8352,94774,6772537,93498,SER_S11#E02#1#586,3,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG1645.JPG,2535507,38122,SER_S11,E02,1,586,2015-08-26,11:04:39,21924199,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.65,0.69,0.0,11,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG1645.JPG,"[0.497, 0.227, 0.022, 0.038]",0.2,impala
4151,59293,59293,59293,59293,59293,59293,59293,59293,59293,59293,59293,59293,59293,59293,59293,59293,336581,7009842,330803,SER_S11#K13#2#62,1,SER_S11/K13/K13_R2/SER_S11_K13_R2_IMAG0173.JPG,2626511,129126,SER_S11,K13,2,62,2015-09-25,12:42:34,29767784,3,2,1,0.44,0.0,0.56,0.56,0.0,0.0,1.0,0.0,,35,,SER_S11/K13/K13_R2/SER_S11_K13_R2_IMAG0173.JPG,"[0.158, 0.406, 0.184, 0.228]",0.998,gazellethomsons
6969,114860,114860,114860,114860,114860,114860,114860,114860,114860,114860,114860,114860,114860,114860,114860,114860,95213,6772940,93901,SER_S11#E02#1#734,2,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG2048.JPG,2535667,38282,SER_S11,E02,1,734,2015-09-04,12:49:07,21924347,3,1,1,0.11,0.0,1.0,0.11,0.0,0.0,0.45,0.82,0.0,11,,SER_S11/E02/E02_R1/SER_S11_E02_R1_IMAG2048.JPG,"[0.378, 0.261, 0.314, 0.41]",0.998,impala
6507,115705,115705,115705,115705,115705,115705,115705,115705,115705,115705,115705,115705,115705,115705,115705,115705,466645,7138774,459735,SER_S11#Q06#1#318,3,SER_S11/Q06/Q06_R1/SER_S11_Q06_R1_IMAG0837.JPG,2673548,176163,SER_S11,Q06,1,318,2015-10-05,15:17:55,31564428,1,1,1,0.0,0.0,1.0,0.0,0.0,0.29,0.88,0.54,,32,,SER_S11/Q06/Q06_R1/SER_S11_Q06_R1_IMAG0837.JPG,"[0.655, 0.477, 0.116, 0.12]",0.999,gazellegrants
9069,57836,57836,57836,57836,57836,57836,57836,57836,57836,57836,57836,57836,57836,57836,57836,57836,417484,7090020,410981,SER_S11#N09#2#230,1,SER_S11/N09/N09_R2/SER_S11_N09_R2_IMAG0682.JPG,2655773,158388,SER_S11,N09,2,230,2015-10-15,13:10:32,31510269,2,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,,32,,SER_S11/N09/N09_R2/SER_S11_N09_R2_IMAG0682.JPG,"[0, 0, 0.994, 0.998]",0.999,gazellegrants
